,DEPTH,CALI,DT-CKS,DT,GR,NPHI,PHIF,RFT,RHOB,RT,SAND,SP,SW,VSH,VP
6453,983.4372,20.672,147.9541,193.5,54.063,,,,1.9316,,,-61.656,,,1575.1937984496124
6454,983.5896,21.234,147.9581,184.0,49.531,,,,1.9844,,,-62.5,,,1656.5217391304348
6455,983.742,22.266,147.9587,182.37,40.5,,,,2.0137,,,-63.219,,,1671.3275209738442
6456,983.8944,22.891,147.9557,182.75,33.5,,,,2.0195,,,-64.125,,,1667.8522571819426
6457,984.0468,23.25,147.9612,185.0,28.688,,,,2.0,,,0.0,,,1647.5675675675675
6458,984.1992,23.266,147.9563,193.37,29.234,,,,1.998,,,-64.625,,,1576.2527796452396
6459,984.3516,23.266,147.9645,195.0,31.109,,,,1.9834,,,-65.0,,,1563.076923076923
6460,984.504,23.266,147.9572,197.37,35.875,,,,1.9707,,,-66.688,,,1544.3076455388357
6461,984.6564,23.266,147.9645,197.75,35.656,,,,1.9307,,,-65.5,,,1541.3400758533503
6462,984.8088,23.266,147.9636,198.0,32.5,,,,1.8672,,,-65.5,,,1539.3939393939395
6463,984.9612,23.266,147.9596,197.5,28.703,,,,1.8154,,,-65.875,,,1543.2911392405063
6464,985.1136,23.266,147.9621,197.75,28.344,,,,1.7354,,,-65.125,,,1541.3400758533503
6465,985.266,23.266,147.9627,196.0,29.906,,,,1.6855,,,-65.188,,,1555.1020408163265
6466,985.4184,23.266,147.966,196.12,34.313,,,,1.6436,,,-65.125,,,1554.150520089741
6467,985.5708,23.266,147.9666,195.12,35.594,,,,1.667,,,-65.0,,,1562.1156211562115
6468,985.7232,23.266,147.9666,195.0,36.219,,,,1.7012,,,-65.375,,,1563.076923076923
6469,985.8756,23.266,147.9666,195.12,32.656,,,,1.7373,,,-64.75,,,1562.1156211562115
6470,986.028,23.266,147.9666,191.5,34.25,,,,1.7275,,,-64.938,,,1591.6449086161879
6471,986.1804,23.266,147.9731,190.12,36.531,,,,1.6729,,,-65.0,,,1603.197980223017
6472,986.3328,23.266,147.9648,192.12,40.156,,,,1.5986,,,-64.813,,,1586.5084322298562
6473,986.4852,23.266,147.9691,192.5,38.938,,,,1.542,,,-64.688,,,1583.3766233766235
6474,986.6376,23.266,147.9736,191.75,35.188,,,,1.5156,,,-62.938,,,1589.5697522816167
6475,986.79,23.266,147.9682,191.12,32.594,,,,1.4873,,,-64.063,,,1594.8095437421514
6476,986.9424,23.266,147.9697,191.37,32.0,,,,1.4668,,,-64.25,,,1592.726132622668
6477,987.0948,23.266,147.9736,191.75,33.188,,,,1.4482,,,-64.125,,,1589.5697522816167
6478,987.2472,23.266,147.9746,192.75,32.219,,,,1.4346,,,-64.625,,,1581.3229571984436
6479,987.3996,23.266,147.9746,193.37,30.844,,,,1.4277,,,-64.625,,,1576.2527796452396
6480,987.552,23.266,147.9746,193.0,30.844,,,,1.4219,,,-65.375,,,1579.2746113989638
6481,987.7044,23.266,147.9776,193.75,33.375,,,,1.4219,,,-66.438,,,1573.1612903225807
6482,987.8568,23.266,147.9752,192.37,33.781,,,,1.418,,,-64.875,,,1584.4466392888703
6483,988.0092,23.266,147.9746,192.75,33.125,,,,1.417,,,-65.0,,,1581.3229571984436
6484,988.1616,23.266,147.9776,193.37,29.297,,,,1.4209,,,-64.5,,,1576.2527796452396
6485,988.314,23.266,147.9782,193.12,28.625,,,,1.4229,,,-65.0,,,1578.2932891466446
6486,988.4664,23.266,147.9816,193.12,31.875,,,,1.4219,,,-64.375,,,1578.2932891466446
6487,988.6188,23.266,147.9791,193.5,33.156,,,,1.417,,,-64.625,,,1575.1937984496124
6488,988.7712,23.266,147.9782,192.5,35.688,,,,1.418,,,-64.938,,,1583.3766233766235
6489,988.9236,23.266,147.9816,191.5,34.031,,,,1.4258,,,-65.125,,,1591.6449086161879
6490,989.076,23.266,147.9822,191.5,36.469,,,,1.4277,,,-65.875,,,1591.6449086161879
6491,989.2284,23.266,147.9822,192.37,33.906,,,,1.4268,,,-65.625,,,1584.4466392888703
6492,989.3808,23.266,147.9791,192.37,33.25,,,,1.4199,,,-65.938,,,1584.4466392888703
6493,989.5332,23.266,147.9846,192.5,32.688,,,,1.4238,,,-65.625,,,1583.3766233766235
6494,989.6856,23.266,147.9831,193.5,33.063,,,,1.4277,,,-65.188,,,1575.1937984496124
6495,989.838,23.266,147.9855,193.0,32.5,,,,1.4326,,,-64.688,,,1579.2746113989638
6496,989.9904,23.266,147.9862,193.75,32.875,,,,1.4287,,,-63.281,,,1573.1612903225807
6497,990.1428,23.266,147.9862,194.37,32.594,,,,1.4238,,,-63.25,,,1568.1432319802439
6498,990.2952,23.266,147.9862,195.12,35.156,,,,1.418,,,-64.375,,,1562.1156211562115
6499,990.4476,23.266,147.9862,195.12,33.844,,,,1.417,,,-64.5,,,1562.1156211562115
6500,990.6,23.266,147.9892,195.37,34.125,,,,1.417,,,-65.125,,,1560.1167016430363
6501,990.7524,23.266,147.9868,195.5,32.781,,,,1.4199,,,-64.813,,,1559.0792838874681
6502,990.9048,23.266,147.9926,196.12,33.688,,,,1.418,,,-66.0,,,1554.150520089741
6503,991.0572,23.266,147.9877,196.75,34.0,,,,1.418,,,-65.875,,,1549.174078780178
6504,991.2096,23.266,147.9892,195.0,32.75,,,,1.416,,,-64.875,,,1563.076923076923
6505,991.362,23.266,147.9901,191.75,34.406,,,,1.418,,,-64.875,,,1589.5697522816167
6506,991.5144,23.266,147.9932,188.5,40.844,,,,1.4209,,,-63.875,,,1616.976127320955
6507,991.6668,23.266,147.9941,187.0,47.219,,,,1.4248,,,-63.875,,,1629.9465240641712
6508,991.8192,23.266,147.9941,185.0,50.031,,,,1.4277,,,-63.094,,,1647.5675675675675
6509,991.9716,23.266,147.9941,179.0,54.469,,,,1.4541,,,-62.844,,,1702.7932960893854
6510,992.124,23.266,147.9971,172.0,61.188,,,,1.5117,,,-62.844,,,1772.093023255814
6511,992.2764,23.266,147.9947,167.37,61.469,,,,1.6074,,,-62.344,,,1821.1148951424987
6512,992.4288,23.266,147.9941,163.12,60.406,,,,1.6816,,,-63.063,,,1868.563021088769
6513,992.5812,23.266,147.9941,161.12,54.625,,,,1.6992,,,-63.063,,,1891.7576961271102
6514,992.7336,23.266,147.9971,160.75,54.875,,,,1.6709,,,-63.188,,,1896.1119751166407
6515,992.886,23.266,147.9977,161.5,48.625,,,,1.6113,,,-63.344,,,1887.3065015479876
6516,993.0384,23.266,147.9977,164.5,44.844,,,,1.5381,,,-63.219,,,1852.887537993921
6517,993.1908,23.266,147.9977,167.12,40.594,,,,1.4941,,,-63.344,,,1823.8391574916227
6518,993.3432,23.266,148.0011,170.0,37.75,,,,1.46,,,-62.5,,,1792.9411764705883
6519,993.4956,23.266,147.9987,173.0,37.75,,,,1.4404,,,-62.625,,,1761.849710982659
6520,993.648,23.266,148.0041,174.12,36.094,,,,1.4316,,,-64.25,,,1750.5168849069607
6521,993.8004,23.266,147.9993,174.0,35.781,,,,1.4326,,,-64.5,,,1751.7241379310344
6522,993.9528,23.266,148.0041,172.5,29.984,,,,1.4316,,,-64.875,,,1766.9565217391305
6523,994.1052,23.266,147.9993,172.0,29.031,,,,1.4277,,,-64.5,,,1772.093023255814
6524,994.2576,23.266,148.0041,173.5,27.672,,,,1.4277,,,-65.25,,,1756.7723342939482
6525,994.41,23.266,148.0026,177.12,27.047,,,,1.4297,,,-65.25,,,1720.8672086720867
6526,994.5624,23.266,148.0051,178.0,25.797,,,,1.4316,,,-65.0,,,1712.3595505617977
6527,994.7148,23.266,148.0057,176.75,26.406,,,,1.4277,,,-65.0,,,1724.4695898161244
6528,994.8672,23.266,148.0057,175.5,29.938,,,,1.4287,,,-64.313,,,1736.7521367521367
6529,995.0196,23.266,148.0057,175.0,30.563,,,,1.4238,,,-67.938,,,1741.7142857142858
6530,995.172,23.266,148.009,175.0,30.922,,,,1.4238,,,-65.0,,,1741.7142857142858
6531,995.3244,23.266,148.0063,175.37,30.266,,,,1.4189,,,-64.938,,,1738.039573473228
6532,995.4768,23.266,148.0026,175.37,31.906,,,,1.417,,,-64.813,,,1738.039573473228
6533,995.6292,23.266,148.0115,175.37,33.406,,,,1.415,,,-64.563,,,1738.039573473228
6534,995.7816,23.266,148.0072,175.5,33.688,,,,1.415,,,-65.563,,,1736.7521367521367
6535,995.934,23.266,148.009,176.0,33.25,,,,1.4121,,,-65.313,,,1731.8181818181818
6536,996.0864,23.266,148.0127,176.12,32.656,,,,1.4121,,,-65.563,,,1730.6382012264364
6537,996.2388,23.266,148.0102,177.0,33.656,,,,1.4111,,,-65.313,,,1722.0338983050847
6538,996.3912,23.266,148.0127,178.0,31.797,,,,1.4131,,,-64.438,,,1712.3595505617977
6539,996.5436,23.266,148.0136,178.12,30.281,,,,1.415,,,-64.313,,,1711.205928587469
6540,996.696,23.266,148.0136,177.12,28.75,,,,1.416,,,-63.188,,,1720.8672086720867
6541,996.8484,23.266,148.0136,178.5,31.016,,,,1.417,,,-63.063,,,1707.563025210084
6542,997.0008,23.266,148.0136,179.0,31.031,,,,1.4141,,,-63.813,,,1702.7932960893854
6543,997.1532,23.266,148.0136,180.37,32.625,,,,1.4082,,,-64.813,,,1689.8597327715252
6544,997.3056,23.266,148.0136,180.12,31.297,,,,1.4092,,,-65.25,,,1692.205196535643
6545,997.458,23.266,148.0136,179.75,32.125,,,,1.4111,,,-64.875,,,1695.6884561891516
6546,997.6104,23.266,148.0166,178.75,30.766,,,,1.417,,,-65.313,,,1705.1748251748252
6547,997.7628,23.266,148.0175,179.0,30.5,,,,1.417,,,-65.438,,,1702.7932960893854
6548,997.9152,23.266,148.0206,179.75,28.359,,,,1.4121,,,-64.813,,,1695.6884561891516
6549,998.0676,23.266,148.0182,179.5,29.359,,,,1.4092,,,-65.188,,,1698.050139275766
6550,998.22,23.266,148.0175,178.37,30.578,,,,1.4082,,,-65.313,,,1708.8075348993664
6551,998.3724,23.266,148.0175,176.5,31.531,,,,1.4141,,,-65.688,,,1726.912181303116
6552,998.5248,23.266,148.0175,176.12,30.594,,,,1.4209,,,-66.313,,,1730.6382012264364
6553,998.6772,23.266,148.024,176.12,29.969,,,,1.4229,,,-65.813,,,1730.6382012264364
6554,998.8296,23.266,148.0188,175.37,31.234,,,,1.4219,,,-65.438,,,1738.039573473228
6555,998.982,23.266,148.0206,174.12,31.172,,,,1.4199,,,-65.0,,,1750.5168849069607
6556,999.1344,23.266,148.0212,173.37,31.438,,,,1.4189,,,-65.375,,,1758.089634884928
6557,999.2868,23.266,148.0212,172.75,30.719,,,,1.4209,,,-65.188,,,1764.3994211287988
6558,999.4392,23.266,148.0276,172.12,32.938,,,,1.417,,,-64.688,,,1770.8575412502905
6559,999.5916,23.266,148.0227,172.0,34.563,,,,1.4121,,,-64.688,,,1772.093023255814
6560,999.744,23.266,148.0246,171.37,35.031,,,,1.4072,,,-64.25,,,1778.6076909610783
6561,999.8964,23.266,148.0252,170.37,32.875,,,,1.4072,,,-64.75,,,1789.047367494277
6562,1000.0488,23.266,148.0221,171.12,28.188,,,,1.4082,,,-63.719,,,1781.2061711079944
6563,1000.2012,23.266,148.0246,172.0,29.422,,,,1.4063,,,-63.625,,,1772.093023255814
6564,1000.3536,23.266,148.0285,173.0,29.422,,,,1.4063,,,0.0,,,1761.849710982659
6565,1000.506,23.266,148.0227,174.12,32.219,,,,1.4082,,,-64.813,,,1750.5168849069607
6566,1000.6584,23.266,148.031,174.5,30.313,,,,1.4131,,,-64.75,,,1746.7048710601719
6567,1000.8108,23.266,148.0297,173.12,29.641,,,,1.417,,,-64.25,,,1760.6284658040665
6568,1000.9632,23.266,148.0261,172.5,28.031,,,,1.4199,,,-64.5,,,1766.9565217391305
6569,1001.1156,23.266,148.0285,173.12,28.625,,,,1.4189,,,-64.25,,,1760.6284658040665
6570,1001.268,23.266,148.0291,174.75,28.953,,,,1.4199,,,-63.875,,,1744.206008583691
6571,1001.4204,23.266,148.0322,178.37,33.125,,,,1.417,,,-64.625,,,1708.8075348993664
6572,1001.5728,23.266,148.0267,180.5,33.156,,,,1.417,,,-64.688,,,1688.6426592797784
6573,1001.7252,23.266,148.0316,180.75,35.719,,,,1.4199,,,-67.625,,,1686.3070539419086
6574,1001.8776,23.266,148.0331,180.37,35.375,,,,1.4268,,,-64.875,,,1689.8597327715252
6575,1002.03,23.266,148.0297,180.75,36.313,,,,1.4277,,,-65.0,,,1686.3070539419086
6576,1002.1824,23.266,148.0355,182.75,35.656,,,,1.4268,,,-65.0,,,1667.8522571819426
6577,1002.3348,23.266,148.0307,186.37,33.375,,,,1.4238,,,-64.875,,,1635.4563502709664
6578,1002.4872,23.266,148.0322,188.5,31.781,,,,1.4219,,,-65.375,,,1616.976127320955
6579,1002.6396,23.266,148.0361,189.75,30.125,,,,1.4209,,,-65.0,,,1606.3241106719368
6580,1002.792,23.266,148.0371,190.0,29.797,,,,1.418,,,-64.625,,,1604.2105263157894
6581,1002.9444,23.266,148.0337,191.12,27.953,,,,1.416,,,-65.0,,,1594.8095437421514
6582,1003.0968,23.266,148.0331,192.12,29.0,,,,1.4092,,,-65.0,,,1586.5084322298562
6583,1003.2492,23.266,148.0361,193.0,30.688,,,,1.4092,,,-64.625,,,1579.2746113989638
6584,1003.4016,23.266,148.0371,194.37,31.344,,,,1.4102,,,-64.313,,,1568.1432319802439
6585,1003.554,23.266,148.0371,195.12,28.781,,,,1.4131,,,-62.875,,,1562.1156211562115
6586,1003.7064,23.266,148.0371,195.37,26.547,,,,1.416,,,-64.938,,,1560.1167016430363
6587,1003.8588,23.266,148.0371,195.12,28.469,,,,1.418,,,-64.5,,,1562.1156211562115
6588,1004.0112,23.266,148.0401,196.5,30.656,,,,1.4209,,,-64.875,,,1551.145038167939
6589,1004.1636,23.266,148.0407,197.0,30.531,,,,1.418,,,-64.625,,,1547.208121827411
6590,1004.316,23.266,148.0377,197.12,29.547,,,,1.418,,,-65.125,,,1546.2662337662337
6591,1004.4684,23.266,148.0435,196.75,30.516,,,,1.417,,,-65.625,,,1549.174078780178
6592,1004.6208,23.266,148.0355,196.12,31.891,,,,1.4189,,,-64.5,,,1554.150520089741
6593,1004.7732,23.266,148.0456,196.0,35.063,,,,1.418,,,-65.0,,,1555.1020408163265
6594,1004.9256,23.266,148.0392,196.0,36.625,,,,1.415,,,-64.75,,,1555.1020408163265
6595,1005.078,23.266,148.0401,196.12,36.281,,,,1.415,,,-65.0,,,1554.150520089741
6596,1005.2304,23.266,148.0441,197.37,32.438,,,,1.4131,,,-64.625,,,1544.3076455388357
6597,1005.3828,23.266,148.0447,197.75,28.984,,,,1.416,,,-64.5,,,1541.3400758533503
6598,1005.5352,23.266,148.0447,196.75,28.703,,,,1.416,,,-64.875,,,1549.174078780178
6599,1005.6876,23.266,148.0447,196.75,30.891,,,,1.417,,,-64.75,,,1549.174078780178
6600,1005.84,23.266,148.0447,197.12,32.063,,,,1.418,,,-64.938,,,1546.2662337662337
6601,1005.9924,23.266,148.0447,197.75,32.031,,,,1.418,,,-64.75,,,1541.3400758533503
6602,1006.1448,23.266,148.0447,198.0,31.734,,,,1.4199,,,-64.5,,,1539.3939393939395
6603,1006.2972,23.266,148.0416,197.75,30.516,,,,1.417,,,-64.75,,,1541.3400758533503
6604,1006.4496,23.266,148.0471,197.37,29.578,,,,1.418,,,-64.375,,,1544.3076455388357
6605,1006.602,23.266,148.0456,197.0,26.156,,,,1.4141,,,-64.375,,,1547.208121827411
6606,1006.7544,23.266,148.0511,195.12,26.5,,,,1.4121,,,-63.344,,,1562.1156211562115
6607,1006.9068,23.266,148.0462,193.5,25.891,,,,1.4121,,,-63.219,,,1575.1937984496124
6608,1007.0592,23.266,148.0511,191.0,29.406,,,,1.4082,,,-64.5,,,1595.8115183246073
6609,1007.2116,23.266,148.0462,189.12,28.734,,,,1.4043,,,-64.25,,,1611.6751269035533
6610,1007.364,23.266,148.048,188.5,30.297,,,,1.4092,,,-64.625,,,1616.976127320955
6611,1007.5164,23.266,148.052,188.37,28.016,,,,1.4131,,,-64.375,,,1618.0920528746615
6612,1007.6688,23.266,148.0526,186.75,28.594,,,,1.418,,,-64.375,,,1632.128514056225
6613,1007.8212,23.266,148.0526,184.37,28.906,,,,1.4121,,,-64.875,,,1653.1973748440635
6614,1007.9736,23.266,148.0462,182.0,28.906,,,,1.416,,,-64.875,,,1674.7252747252746
6615,1008.126,23.266,148.0511,182.37,28.953,,,,1.4189,,,-66.5,,,1671.3275209738442
6616,1008.2784,23.266,148.0526,184.75,28.031,,,,1.4209,,,-65.188,,,1649.7970230040596
6617,1008.4308,23.266,148.0526,187.12,28.063,,,,1.4189,,,-64.813,,,1628.901239846088
6618,1008.5832,23.266,148.0526,187.12,27.734,,,,1.417,,,-64.688,,,1628.901239846088
6619,1008.7356,23.266,148.0526,187.5,29.609,,,,1.418,,,-63.938,,,1625.6
6620,1008.888,23.266,148.0556,187.5,31.172,,,,1.417,,,-64.563,,,1625.6
6621,1009.0404,23.266,148.0532,190.12,30.859,,,,1.4111,,,-64.438,,,1603.197980223017
6622,1009.1928,23.266,148.0556,193.5,27.969,,,,1.4053,,,-64.813,,,1575.1937984496124
6623,1009.3452,23.266,148.0532,195.75,27.141,,,,1.4043,,,-64.813,,,1557.0881226053639
6624,1009.4976,23.266,148.0556,196.5,30.563,,,,1.4072,,,-64.813,,,1551.145038167939
6625,1009.65,23.266,148.0566,198.12,31.563,,,,1.4111,,,-65.438,,,1538.4615384615383
6626,1009.8024,23.266,148.0566,198.12,30.188,,,,1.4111,,,-64.625,,,1538.4615384615383
6627,1009.9548,23.266,148.0566,198.75,26.516,,,,1.415,,,-64.5,,,1533.5849056603774
6628,1010.1072,23.266,148.0566,199.5,25.281,,,,1.4111,,,-63.344,,,1527.8195488721803
6629,1010.2596,23.266,148.0566,199.5,27.188,,,,1.4141,,,-62.469,,,1527.8195488721803
6630,1010.412,23.266,148.0627,199.75,29.688,,,,1.4131,,,-63.969,,,1525.9073842302878
6631,1010.5644,23.266,148.0578,199.75,30.969,,,,1.416,,,-63.469,,,1525.9073842302878
6632,1010.7168,23.266,148.0596,199.75,34.125,,,,1.415,,,-63.75,,,1525.9073842302878
6633,1010.8692,23.266,148.0572,198.12,35.656,,,,1.4189,,,-63.969,,,1538.4615384615383
6634,1011.0216,23.266,148.0566,197.0,34.281,,,,1.417,,,-64.25,,,1547.208121827411
6635,1011.174,23.266,148.063,195.75,29.844,,,,1.4189,,,-67.0,,,1557.0881226053639
6636,1011.3264,23.266,148.0611,195.37,25.141,,,,1.418,,,-64.625,,,1560.1167016430363
6637,1011.4788,23.266,148.0605,196.0,28.094,,,,1.4375,,,-65.125,,,1555.1020408163265
6638,1011.6312,23.266,148.0605,196.0,29.609,,,,1.4697,,,-64.875,,,1555.1020408163265
6639,1011.7836,23.266,148.0636,195.0,30.531,,,,1.5078,,,-64.75,,,1563.076923076923
6640,1011.936,23.266,148.0611,194.5,30.531,,,,1.5254,,,-64.75,,,1567.095115681234
6641,1012.0884,23.266,148.0666,194.5,31.828,,,,1.5117,,,-64.125,,,1567.095115681234
6642,1012.2408,23.266,148.0617,195.5,33.75,,,,1.4795,,,-64.375,,,1559.0792838874681
6643,1012.3932,23.266,148.0636,196.0,31.438,,,,1.4453,,,-64.375,,,1555.1020408163265
6644,1012.5456,23.266,148.0611,195.12,30.438,,,,1.4238,,,-65.063,,,1562.1156211562115
6645,1012.698,23.266,148.0636,196.37,27.203,,,,1.4141,,,-65.375,,,1552.1719203544328
6646,1012.8504,23.266,148.0675,197.0,28.844,,,,1.415,,,-64.875,,,1547.208121827411
6647,1013.0028,23.266,148.0651,198.75,27.016,,,,1.416,,,-65.25,,,1533.5849056603774
6648,1013.1552,23.266,148.0642,199.37,29.953,,,,1.415,,,-64.375,,,1528.8157696744745
6649,1013.3076,23.266,148.0675,198.75,28.344,,,,1.4121,,,-64.25,,,1533.5849056603774
6650,1013.46,23.266,148.0651,198.0,28.063,,,,1.4131,,,-62.969,,,1539.3939393939395
6651,1013.6124,23.266,148.0675,197.5,27.781,,,,1.4131,,,-62.844,,,1543.2911392405063
6652,1013.7648,23.266,148.0681,197.37,28.172,,,,1.4131,,,-64.25,,,1544.3076455388357
6653,1013.9172,23.266,148.0681,197.37,27.469,,,,1.4131,,,-63.875,,,1544.3076455388357
6654,1014.0696,23.266,148.0651,197.5,28.047,,,,1.4141,,,-64.688,,,1543.2911392405063
6655,1014.222,23.266,148.0675,197.37,28.266,,,,1.416,,,-64.75,,,1544.3076455388357
6656,1014.3744,23.266,148.0681,197.5,30.172,,,,1.415,,,-65.875,,,1543.2911392405063
6657,1014.5268,23.266,148.0715,197.5,28.281,,,,1.4131,,,-65.125,,,1543.2911392405063
6658,1014.6792,23.266,148.0721,197.5,28.969,,,,1.417,,,-64.438,,,1543.2911392405063
6659,1014.8316,23.266,148.0691,198.0,26.422,,,,1.418,,,-64.688,,,1539.3939393939395
6660,1014.984,23.266,148.0715,198.0,28.313,,,,1.4189,,,-64.313,,,1539.3939393939395
6661,1015.1364,23.266,148.0691,198.0,29.297,,,,1.4141,,,-64.375,,,1539.3939393939395
6662,1015.2888,23.266,148.0715,198.0,34.75,,,,1.4141,,,-64.625,,,1539.3939393939395
6663,1015.4412,23.266,148.0691,198.12,31.875,,,,1.417,,,-64.5,,,1538.4615384615383
6664,1015.5936,23.266,148.0715,198.12,30.859,,,,1.4199,,,-64.75,,,1538.4615384615383
6665,1015.746,23.266,148.0721,198.12,28.281,,,,1.4248,,,-64.75,,,1538.4615384615383
6666,1015.8984,23.266,148.0752,198.12,31.141,,,,1.4229,,,-65.0,,,1538.4615384615383
6667,1016.0508,23.266,148.0739,198.37,31.125,,,,1.4258,,,-65.125,,,1536.5226596763623
6668,1016.2032,23.266,148.0727,197.5,28.844,,,,1.4189,,,-64.875,,,1543.2911392405063
6669,1016.3556,23.266,148.0752,197.37,26.906,,,,1.4238,,,-65.313,,,1544.3076455388357
6670,1016.508,23.266,148.0752,197.75,28.594,,,,1.4219,,,-64.625,,,1541.3400758533503
6671,1016.6604,23.266,148.0756,197.5,33.469,,,,1.4258,,,-64.375,,,1543.2911392405063
6672,1016.8128,23.266,148.0761,197.5,34.531,,,,1.4209,,,-63.625,,,1543.2911392405063
6673,1016.9652,23.266,148.0727,198.0,31.625,,,,1.418,,,-62.375,,,1539.3939393939395
6674,1017.1176,23.266,148.0752,197.75,28.094,,,,1.416,,,-64.625,,,1541.3400758533503
6675,1017.27,23.266,148.0771,197.75,27.719,,,,1.417,,,-64.125,,,1541.3400758533503
6676,1017.4224,23.266,148.0791,198.37,28.391,,,,1.4121,,,-64.125,,,1536.5226596763623
6677,1017.5748,23.266,148.0767,198.12,29.969,,,,1.4141,,,-64.25,,,1538.4615384615383
6678,1017.7272,23.266,148.0791,198.37,28.344,,,,1.4131,,,-64.125,,,1536.5226596763623
6679,1017.8796,23.266,148.0779,198.0,27.953,,,,1.415,,,-66.688,,,1539.3939393939395
6680,1018.032,23.266,148.0767,198.0,30.5,,,,1.4141,,,-64.875,,,1539.3939393939395
6681,1018.1844,23.266,148.0761,197.75,30.844,,,,1.417,,,-64.75,,,1541.3400758533503
6682,1018.3368,23.266,148.0767,198.0,34.344,,,,1.416,,,-64.5,,,1539.3939393939395
6683,1018.4892,23.266,148.0779,198.12,33.0,,,,1.4141,,,-64.5,,,1538.4615384615383
6684,1018.6416,23.266,148.0791,198.37,37.063,,,,1.4121,,,-64.625,,,1536.5226596763623
6685,1018.794,23.266,148.08,198.12,37.344,,,,1.416,,,-64.188,,,1538.4615384615383
6686,1018.9464,23.266,148.0767,198.37,36.406,,,,1.418,,,-64.75,,,1536.5226596763623
6687,1019.0988,23.266,148.0779,198.12,32.0,,,,1.416,,,-64.375,,,1538.4615384615383
6688,1019.2512,23.266,148.0791,198.12,28.781,,,,1.417,,,-64.625,,,1538.4615384615383
6689,1019.4036,23.266,148.0806,198.12,27.156,,,,1.4131,,,-64.5,,,1538.4615384615383
6690,1019.556,23.266,148.0831,198.0,30.922,,,,1.4199,,,-63.969,,,1539.3939393939395
6691,1019.7084,23.266,148.0806,198.12,32.906,,,,1.418,,,-64.5,,,1538.4615384615383
6692,1019.8608,23.266,148.0806,198.12,33.281,,,,1.4219,,,-63.875,,,1538.4615384615383
6693,1020.0132,23.266,148.0806,199.12,30.828,,,,1.4131,,,-63.656,,,1530.7352350341503
6694,1020.1656,23.266,148.0831,199.12,30.172,,,,1.415,,,-63.156,,,1530.7352350341503
6695,1020.318,23.266,148.0806,198.37,29.891,,,,1.4141,,,-61.688,,,1536.5226596763623
6696,1020.4704,23.266,148.0831,197.5,33.438,,,,1.418,,,-63.938,,,1543.2911392405063
6697,1020.6228,23.266,148.0837,197.75,31.563,,,,1.4189,,,-63.406,,,1541.3400758533503
6698,1020.7752,23.266,148.0837,198.37,33.688,,,,1.4199,,,-63.656,,,1536.5226596763623
6699,1020.9276,23.266,148.0837,200.12,31.984,,,,1.4189,,,-64.25,,,1523.0861483110134
6700,1021.08,23.266,148.0837,200.37,31.016,,,,1.418,,,-64.125,,,1521.185806258422
6701,1021.2324,23.266,148.0871,200.0,29.469,,,,1.418,,,-66.125,,,1524.0
6702,1021.3848,23.266,148.0846,199.12,29.531,,,,1.4209,,,-64.938,,,1530.7352350341503
6703,1021.5372,23.266,148.0871,197.75,30.484,,,,1.417,,,-64.313,,,1541.3400758533503
6704,1021.6896,23.266,148.0816,198.75,31.109,,,,1.416,,,-64.063,,,1533.5849056603774
6705,1021.842,23.266,148.0831,199.37,28.859,,,,1.4121,,,-63.781,,,1528.8157696744745
6706,1021.9944,23.266,148.0871,199.12,27.281,,,,1.4131,,,-63.906,,,1530.7352350341503
6707,1022.1468,23.266,148.0877,199.12,29.859,,,,1.415,,,-63.5,,,1530.7352350341503
6708,1022.2992,23.266,148.0877,199.0,30.141,,,,1.4131,,,-63.75,,,1531.6582914572864
6709,1022.4516,23.266,148.0877,198.12,35.844,,,,1.4141,,,-63.875,,,1538.4615384615383
6710,1022.604,23.266,148.0846,197.5,33.219,,,,1.4092,,,-63.875,,,1543.2911392405063
6711,1022.7564,23.266,148.0901,198.5,33.531,,,,1.4121,,,-64.375,,,1535.5163727959698
6712,1022.9088,23.266,148.0886,198.75,29.703,,,,1.4131,,,-63.719,,,1533.5849056603774
6713,1023.0612,23.266,148.0846,198.5,30.078,,,,1.417,,,-63.969,,,1535.5163727959698
6714,1023.2136,23.266,148.0871,197.37,31.688,,,,1.4209,,,-63.25,,,1544.3076455388357
6715,1023.366,23.266,148.091,198.12,35.281,,,,1.4238,,,-62.844,,,1538.4615384615383
6716,1023.5184,23.266,148.0886,196.0,37.563,,,,1.4229,,,-61.844,,,1555.1020408163265
6717,1023.6708,23.266,148.091,191.5,44.344,,,,1.4316,,,-61.375,,,1591.6449086161879
6718,1023.8232,23.266,148.0916,189.5,46.813,,,,1.4736,,,-62.0,,,1608.44327176781
6719,1023.9756,22.344,148.0886,188.0,54.75,,,,1.5518,,,-61.125,,,1621.276595744681
6720,1024.1281,21.859,148.091,182.75,57.844,,,,1.6475,,,-60.469,,,1667.8522571819426
6721,1024.2804,21.5,148.0916,178.0,64.25,,,,1.7373,,,-60.094,,,1712.3595505617977
6722,1024.4327,21.156,148.0886,170.5,64.063,,,,1.8223,,,-60.688,,,1787.683284457478
6723,1024.5852,22.234,148.091,162.5,63.688,,,,1.9209,,,-60.344,,,1875.6923076923076
6724,1024.7375,19.828,148.0886,157.37,60.156,,,,1.9766,,,-60.344,,,1936.8367541462794
6725,1024.89,20.203,148.091,155.12,60.875,,,,1.96,,,-61.313,,,1964.930376482723
6726,1025.0424,20.375,148.0916,154.37,58.375,,,,1.9111,,,-61.938,,,1974.4769061346117
